adsbScope-WatchLog    2019/10/29
    Watch     Time      AA   Flight    Alt        Lat       Long  Speed  Head  Vario       Reg      Type
--     1  17:50:26  100000  ZUFWN     6850    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:50:32  100000  ZUFWN     6850    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:50:39  100000  ZUFWN     6850    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:50:45  100000  ZUFWN     6850    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:50:52  100000  ZUFWN     6875    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:50:58  100000  ZUFWN     6875    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:51:05  100000  ZUFWN     6850    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:51:11  100000  ZUFWN     6825    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:51:18  100000  ZUFWN     6775    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:51:24  100000  ZUFWN     6750    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:51:31  100000  ZUFWN     6700    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:51:37  100000  ZUFWN     6700    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:51:44  100000  ZUFWN     6650    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:51:50  100000  ZUFWN     6600    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:51:57  100000  ZUFWN     6525    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:52:04  100000  ZUFWN     6525    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:52:10  100000  ZUFWN     6500    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:52:17  100000  ZUFWN     6500    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:52:23  100000  ZUFWN     6450    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:52:30  100000  ZUFWN     6400    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:52:36  100000  ZUFWN     6375    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:52:43  100000  ZUFWN     6350    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:52:49  100000  ZUFWN     6350    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:52:56  100000  ZUFWN     6350    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:53:02  100000  ZUFWN     6350    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:53:09  100000  ZUFWN     6325    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:53:15  100000  ZUFWN     6350    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:53:22  100000  ZUFWN     6350    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:53:28  100000  ZUFWN     6350    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:53:35  100000  ZUFWN     6350    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:53:41  100000  ZUFWN     6325    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:53:48  100000  ZUFWN     6350    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:53:54  100000  ZUFWN     6350    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:54:01  100000  ZUFWN     6350    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:54:08  100000  ZUFWN     6350    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:54:14  100000  ZUFWN     6325    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:54:21  100000  ZUFWN     6325    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:54:27  100000  ZUFWN     6275    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:54:34  100000  ZUFWN     6275    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:54:40  100000  ZUFWN     6300    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:54:47  100000  ZUFWN     6325    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:54:53  100000  ZUFWN     6350    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:55:00  100000  ZUFWN     6375    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:55:06  100000  ZUFWN     6375    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:55:13  100000  ZUFWN     6400    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:55:19  100000  ZUFWN     6400    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:55:26  100000  ZUFWN     6375    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:55:32  100000  ZUFWN     6350    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:55:39  100000  ZUFWN     6350    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:55:45  100000  ZUFWN     6325    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:55:52  100000  ZUFWN     6300    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:55:58  100000  ZUFWN     6250    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:56:05  100000  ZUFWN     6225    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:56:11  100000  ZUFWN     6225    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:56:18  100000  ZUFWN     6200    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:56:25  100000  ZUFWN     6175    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:56:31  100000  ZUFWN     6175    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:56:38  100000  ZUFWN     6175    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:56:44  100000  ZUFWN     6200    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:56:51  100000  ZUFWN     6175    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:56:57  100000  ZUFWN     6175    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:57:04  100000  ZUFWN     6175    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:57:10  100000  ZUFWN     6175    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:57:17  100000  ZUFWN     6200    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:57:23  100000  ZUFWN     6225    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:57:30  100000  ZUFWN     6200    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:57:36  100000  ZUFWN     6175    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:57:43  100000  ZUFWN     6150    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:57:49  100000  ZUFWN     6125    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:57:56  100000  ZUFWN     6100    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:58:02  100000  ZUFWN     6100    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:58:09  100000  ZUFWN     6100    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:58:15  100000  ZUFWN     6050    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:58:22  100000  ZUFWN     6000    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:58:29  100000  ZUFWN     5975    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:58:35  100000  ZUFWN     5975    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:58:42  100000  ZUFWN     5975    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:58:48  100000  ZUFWN     5975    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:58:55  100000  ZUFWN     5925    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:59:01  100000  ZUFWN     5925    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:59:08  100000  ZUFWN     5925    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:59:14  100000  ZUFWN     5875    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:59:21  100000  ZUFWN     5875    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:59:27  100000  ZUFWN     5875    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:59:34  100000  ZUFWN     5875    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:59:40  100000  ZUFWN     5875    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:59:47  100000  ZUFWN     5875    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  17:59:53  100000  ZUFWN     5625    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  18:00:00  100000  ZUFWN     5625    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  18:00:06  100000  ZUFWN     5625    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  18:00:13  100000  ZUFWN     5625    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  18:00:19  100000  ZUFWN     5625    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  18:00:26  100000  ZUFWN     5625    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  18:00:33  100000  ZUFWN     5625    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  18:00:39  100000  ZUFWN     5625    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  18:00:46  100000  ZUFWN     5625    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  18:00:52  100000  ZUFWN     5625    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  18:00:59  100000  ZUFWN     5625    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
<<     1  18:01:05  100000
--     1  19:57:27  100000            5125    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  19:57:34  100000            5125    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  19:57:40  100000            5125    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  19:57:47  100000            5125    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  19:57:53  100000            6350    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  19:58:00  100000            6350    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  19:58:06  100000            6350    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  19:58:13  100000            6350    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  19:58:19  100000            6350    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  19:58:26  100000  ZSTFU     6350    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  19:58:32  100000  ZSTFU     6325    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  19:58:39  100000  ZSTFU     6325    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  19:58:46  100000  ZSTFU     6325    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  19:58:52  100000  ZSTFU     6325    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  19:58:59  100000  ZSTFU     6325    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  19:59:05  100000  ZSTFU     6325    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  19:59:12  100000  ZSTFU     6300    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  19:59:18  100000  ZSTFU     6300    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  19:59:25  100000  ZSTFU     6300    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  19:59:31  100000  ZSTFU     6275    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  19:59:38  100000  ZSTFU     6275    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  19:59:44  100000  ZSTFU     6250    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  19:59:51  100000  ZSTFU     6250    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  19:59:57  100000  ZSTFU     6250    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:00:04  100000  ZSTFU     6225    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:00:10  100000  ZSTFU     6200    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:00:17  100000  ZSTFU     6175    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:00:23  100000  ZSTFU     6175    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:00:30  100000  ZSTFU     6175    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:00:36  100000  ZSTFU     6150    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:00:43  100000  ZSTFU     6150    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:00:50  100000  ZSTFU     6175    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:00:56  100000  ZSTFU     6200    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:01:03  100000  ZSTFU     6225    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:01:09  100000  ZSTFU     6225    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:01:16  100000  ZSTFU     6225    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:01:22  100000  ZSTFU     6225    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:01:29  100000  ZSTFU     6200    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:01:35  100000  ZSTFU     6225    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:01:42  100000  ZSTFU     6225    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:01:48  100000  ZSTFU     6225    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:01:55  100000  ZSTFU     6225    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:02:01  100000  ZSTFU     6250    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:02:08  100000  ZSTFU     6275    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:02:14  100000  ZSTFU     6275    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:02:21  100000  ZSTFU     6300    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:02:27  100000  ZSTFU     6275    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:02:34  100000  ZSTFU     6250    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:02:40  100000  ZSTFU     6225    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:02:47  100000  ZSTFU     6225    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:02:53  100000  ZSTFU     6225    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:03:00  100000  ZSTFU     6200    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:03:07  100000  ZSTFU     6200    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:03:13  100000  ZSTFU     6200    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:03:20  100000  ZSTFU     6200    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:03:26  100000  ZSTFU     6200    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:03:33  100000  ZSTFU     6200    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:03:39  100000  ZSTFU     6200    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:03:46  100000  ZSTFU     6200    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:03:52  100000  ZSTFU     6200    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:03:59  100000  ZSTFU     6200    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:04:05  100000  ZSTFU     6200    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:04:12  100000  ZSTFU     6200    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:04:18  100000  ZSTFU     6200    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:04:25  100000  ZSTFU     6200    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:04:31  100000  ZSTFU     6200    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:04:38  100000  ZSTFU     6225    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:04:44  100000  ZSTFU     6200    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:04:51  100000  ZSTFU     6175    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:04:57  100000  ZSTFU     6150    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:05:04  100000  ZSTFU     6100    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:05:11  100000  ZSTFU     6075    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:05:17  100000  ZSTFU     6025    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:05:24  100000  ZSTFU     6025    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:05:30  100000  ZSTFU     5975    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:05:37  100000  ZSTFU     5925    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:05:43  100000  ZSTFU     5900    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:05:50  100000  ZSTFU     5825    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:05:57  100000  ZSTFU     5825    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:06:03  100000  ZSTFU     5825    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:06:10  100000  ZSTFU     5825    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:06:16  100000  ZSTFU     5750    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:06:23  100000  ZSTFU     5775    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:06:29  100000  ZSTFU     5775    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:06:36  100000  ZSTFU     5750    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:06:42  100000  ZSTFU     5700    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:06:49  100000  ZSTFU     5675    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:06:55  100000  ZSTFU     5650    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:07:02  100000  ZSTFU     5625    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:07:08  100000  ZSTFU     5600    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:07:15  100000  ZSTFU     5550    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:07:21  100000  ZSTFU     5550    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:07:28  100000  ZSTFU     5500    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:07:34  100000  ZSTFU     5500    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:07:41  100000  ZSTFU     5500    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:07:48  100000  ZSTFU     5500    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:07:54  100000  ZSTFU     5500    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:08:01  100000  ZSTFU     5500    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:08:07  100000  ZSTFU     5500    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:08:14  100000  ZSTFU     5500    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:08:20  100000  ZSTFU     5500    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:08:27  100000  ZSTFU     5500    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
<<     1  20:08:33  100000
--     1  20:09:12  100000               0    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:09:19  100000               0    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:09:25  100000            5425    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:09:32  100000            5425    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:09:39  100000            5425    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:09:45  100000            5600    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:09:54  100000  ZSTFU     5675    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:10:01  100000  ZSTFU     5750    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:10:07  100000  ZSTFU     5800    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:10:14  100000  ZSTFU     5900    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:10:21  100000  ZSTFU     5925    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:10:27  100000  ZSTFU     5975    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:10:34  100000  ZSTFU     6000    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:10:40  100000  ZSTFU     6025    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:10:47  100000  ZSTFU     6100    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:10:55  100000  ZSTFU     6175    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:11:02  100000  ZSTFU     6200    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:11:08  100000  ZSTFU     6250    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:11:15  100000  ZSTFU     6375    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:11:22  100000  ZSTFU     6450    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:11:28  100000  ZSTFU     6475    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:11:35  100000  ZSTFU     6525    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:11:41  100000  ZSTFU     6600    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:11:48  100000  ZSTFU     6650    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:11:55  100000  ZSTFU     6700    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:12:01  100000  ZSTFU     6725    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:12:08  100000  ZSTFU     6750    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:12:14  100000  ZSTFU     6775    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:12:21  100000  ZSTFU     6825    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:12:27  100000  ZSTFU     6850    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:12:34  100000  ZSTFU     6850    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:12:40  100000  ZSTFU     6850    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:12:47  100000  ZSTFU     6850    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:12:54  100000  ZSTFU     6875    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:13:00  100000  ZSTFU     6850    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:13:07  100000  ZSTFU     6850    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:13:13  100000  ZSTFU     6825    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:13:20  100000  ZSTFU     6825    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:13:26  100000  ZSTFU     6825    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:13:33  100000  ZSTFU     6825    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:13:39  100000  ZSTFU     6825    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:13:46  100000  ZSTFU     6800    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:13:53  100000  ZSTFU     6800    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:13:59  100000  ZSTFU     6800    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:14:06  100000  ZSTFU     6775    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:14:12  100000  ZSTFU     6775    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:14:19  100000  ZSTFU     6750    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:14:25  100000  ZSTFU     6750    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:14:32  100000  ZSTFU     6750    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:14:38  100000  ZSTFU     6750    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:14:45  100000  ZSTFU     6725    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:14:51  100000  ZSTFU     6725    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:14:58  100000  ZSTFU     6700    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:15:04  100000  ZSTFU     6700    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:15:11  100000  ZSTFU     6700    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:15:18  100000  ZSTFU     6700    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:15:24  100000  ZSTFU     6700    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:15:31  100000  ZSTFU     6675    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:15:37  100000  ZSTFU     6675    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:15:44  100000  ZSTFU     6675    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:15:50  100000  ZSTFU     6675    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:15:57  100000  ZSTFU     6675    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:16:03  100000  ZSTFU     6675    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
--     1  20:16:10  100000  ZSTFU     6675    0.0000°    0.0000°      0  -213      0    D-EFCH      PA46
